Nome: VILHENA
Codigo Estacao: A938
Latitude: -12.73499999
Longitude: -60.15777777
Altitude: 583.3
Situacao: Operante
Data Inicial: 2008-08-25
Data Final: 2023-07-05
Periodicidade da Medicao: Diaria

Data Medicao;TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);
2014-07-12;30.9;17.8;
2014-07-13;31.7;19.9;
2014-07-14;31.7;19.7;
2014-07-15;32.1;19.9;
2014-07-16;33.4;20.3;
2014-07-17;31.4;21;
2014-07-18;29.7;20.4;
2014-07-19;26.9;17.7;
2014-07-20;30.1;16.8;
2014-07-21;32;19.2;
2014-07-22;31.6;20.6;
2014-07-23;29.9;21;
2014-07-24;29.2;19.9;
2014-07-25;25.1;12.4;
2014-07-26;28.1;13.4;
2014-07-27;27.1;14.8;
2014-07-28;30.1;15.9;
2014-07-29;31.2;20.1;
2014-07-30;32.2;19.5;
2014-07-31;32.8;20.8;
2014-08-01;32.9;20.7;
2014-08-02;32.2;20.4;
2014-08-03;33;20.5;
2014-08-04;33.6;20;
2014-08-05;33.3;20.3;
2014-08-06;34.4;21.6;
2014-08-07;33.4;20.2;
2014-08-08;31.4;19;
2014-08-09;30.8;15.7;
2014-08-10;32.2;18;
2014-08-11;33.8;20.9;
2014-08-12;33.2;21.6;
2014-08-13;32.1;22.1;
2014-08-14;29.6;13;
2014-08-15;32.6;14.2;
2014-08-16;33.3;19.7;
2014-08-17;33.4;20.3;
2014-08-18;32.9;21.9;
2014-08-19;32.9;21.3;
2014-08-20;33.3;21.6;
2014-08-21;33.9;19.4;
2014-08-22;34.5;20;
2014-08-23;33.8;19.5;
2014-08-24;33.5;20.7;
2014-08-25;33.6;21.7;
2014-08-26;32.9;17.2;
2014-08-27;30.7;17;
2014-08-28;31.3;18.1;
2014-08-29;31.3;21.3;
2014-08-30;32;19.8;
2014-08-31;32.3;21.9;
2014-09-01;32.8;22.5;
2014-09-02;33.4;22.1;
2014-09-03;33.7;22.7;
2014-09-04;34;22;
2014-09-05;31.6;21.3;
2014-09-06;33.4;20.4;
2014-09-07;33.8;23.6;
2014-09-08;32.5;20.6;
2014-09-09;32.4;22.5;
2014-09-10;33.2;21.6;
2014-09-11;33.9;22.9;
2014-09-12;33.9;21.7;
2014-09-13;31.6;21.8;
2014-09-14;31.6;20.7;
2014-09-15;31.4;22.3;
2014-09-16;31.6;20.5;
2014-09-17;31.5;22;
2014-09-18;33.7;21.1;
2014-09-19;34.6;21.9;
2014-09-20;32.9;22.1;
2014-09-21;30.3;20.7;
2014-09-22;31.2;21.8;
2014-09-23;33.5;21.1;
2014-09-24;33.1;22.7;
2014-09-25;29.8;21.8;
2014-09-26;31.3;21.5;
2014-09-27;33.6;22.7;
2014-09-28;33.3;22;
2014-09-29;33.2;21;
2014-09-30;33;22.6;
2014-10-01;34.1;23.1;
2014-10-02;31.9;20.5;
2014-10-03;32.4;22.5;
2014-10-04;29;19.7;
2014-10-05;30.6;21.2;
2014-10-06;32.1;22.1;
2014-10-07;33.5;21.2;
2014-10-08;33.1;22.4;
2014-10-09;32.3;22.1;
2014-10-10;34.5;21.5;
2014-10-11;34.4;23.4;
2014-10-12;32.2;20.2;
2014-10-13;32.5;21.3;
2014-10-14;34.5;20.7;
2014-10-15;33.7;21.7;
2014-10-16;34.3;21.1;
2014-10-17;34;22.2;
2014-10-18;33.1;22.6;
2014-10-19;32.5;20.2;
2014-10-20;30;19.8;
2014-10-21;31.2;20.8;
2014-10-22;33.9;21.6;
2014-10-23;31.7;22.4;
2014-10-24;27.6;20.6;
2014-10-25;27.2;20.9;
2014-10-26;26.3;20.4;
2014-10-27;28.3;21.1;
2014-10-28;26;20.3;
2014-10-29;32.2;20.6;
2014-10-30;30.6;20.8;
2014-10-31;31.5;21.3;
2014-11-01;29.2;20.9;
2014-11-02;24.9;21.1;
2014-11-03;30.3;19;
2014-11-04;30.6;21.4;
2014-11-05;32.3;22.3;
2014-11-06;32.6;21.6;
2014-11-07;32.6;21.9;
2014-11-08;32.9;23.3;
2014-11-09;31.4;23.2;
2014-11-10;30.2;20;
2014-11-11;31.9;20.5;
2014-11-12;30.9;21.2;
2014-11-13;28.9;21.4;
2014-11-14;27.9;20.8;
2014-11-15;26.9;19.7;
2014-11-16;29.4;19.6;
2014-11-17;29.6;21.1;
2014-11-18;31;21.2;
2014-11-19;27.9;21.9;
2014-11-20;27.4;21;
2014-11-21;29.3;22.2;
2014-11-22;28.7;21.1;
2014-11-23;29.7;21.4;
2014-11-24;28.9;20.3;
2014-11-25;28.5;21.9;
2014-11-26;29.5;21;
2014-11-27;29.8;21.4;
2014-11-28;29.4;21.2;
2014-11-29;30.4;21.9;
2014-11-30;31.9;21.5;
2014-12-01;32.3;22.6;
2014-12-02;27.9;21.1;
2014-12-03;27.3;21.4;
2014-12-04;29.2;21.7;
2014-12-05;29.9;23.1;
2014-12-06;30.3;21.3;
2014-12-07;27.2;21.7;
2014-12-08;27.7;21.3;
2014-12-09;28.8;20.4;
2014-12-10;29.5;21.4;
2014-12-11;28.2;20.2;
2014-12-12;28.3;20.4;
2014-12-13;26.5;20;
2014-12-14;28.9;20.3;
2014-12-15;29.3;21.6;
2014-12-16;29.9;20.7;
2014-12-17;29.6;21.4;
2014-12-18;29.5;21.8;
2014-12-19;28.2;20.2;
2014-12-20;30.6;20.6;
2014-12-21;28.2;21.8;
2014-12-22;25.9;22;
2014-12-23;25.7;20.9;
2014-12-24;28.9;19;
2014-12-25;29.6;20;
2014-12-26;29.6;21.3;
2014-12-27;28.7;20.9;
2014-12-28;30.8;21;
2014-12-29;31.9;20.4;
2014-12-30;31.6;21.3;
2014-12-31;31.9;21.9;
2015-01-01;30.2;21.7;
2015-01-02;31.3;20.8;
2015-01-03;29;21.1;
2015-01-04;31.3;20.3;
2015-01-05;30.2;21.2;
2015-01-06;29.4;20.4;
2015-01-07;30.5;19.9;
2015-01-08;31.7;21.2;
2015-01-09;30.6;20.3;
2015-01-10;31.8;20.5;
2015-01-11;29.2;21.5;
2015-01-12;28;21;
2015-01-13;27.1;20.8;
2015-01-14;31.1;20.7;
2015-01-15;28.5;21.8;
2015-01-16;30.2;20;
2015-01-17;28;20.7;
2015-01-18;29;19.7;
2015-01-19;27.4;21.7;
2015-01-20;30;19.8;
2015-01-21;27.8;20.4;
2015-01-22;32;19.7;
2015-01-23;28.2;21.1;
2015-01-24;31.5;20.9;
2015-01-25;27.7;20.1;
2015-01-26;28.7;20.6;
2015-01-27;29.9;21;
2015-01-28;28.3;20.3;
2015-01-29;29.9;20.8;
2015-01-30;32.4;20.6;
2015-01-31;33.3;20.4;
2015-02-01;30.2;19.7;
2015-02-02;32.4;20.5;
2015-02-03;30.1;19.8;
2015-02-04;30.6;19.8;
2015-02-05;31.5;21.3;
2015-02-06;26.7;21.2;
2015-02-07;26.8;20.4;
2015-02-08;29;20.5;
2015-02-09;27.8;20.6;
2015-02-10;29.9;20.9;
2015-02-11;29.9;21;
2015-02-12;30.7;20.9;
2015-02-13;29.8;21.5;
2015-02-14;29.2;21.3;
2015-02-15;30.2;20.5;
2015-02-16;28.5;21.7;
2015-02-17;27.4;21.1;
2015-02-18;29.5;21.1;
2015-02-19;29.3;21.4;
2015-02-20;28.1;20.9;
2015-02-21;23.6;21.4;
2015-02-22;25.3;20;
2015-02-23;29.4;20.4;
2015-02-24;32;20.8;
2015-02-25;29.8;21.5;
2015-02-26;30.3;21.4;
2015-02-27;29.3;20.1;
2015-02-28;29.5;21.9;
2015-03-01;27.8;21.1;
2015-03-02;30.1;20.4;
2015-03-03;28.5;22;
2015-03-04;31.6;21.1;
2015-03-05;31;21.2;
2015-03-06;29.1;20.4;
2015-03-07;28.8;21;
2015-03-08;29.7;21.6;
2015-03-09;31.5;21;
2015-03-10;32.2;22.2;
2015-03-11;26.9;22.1;
2015-03-12;29.8;20.3;
2015-03-13;24.6;20.3;
2015-03-14;29.9;20.9;
2015-03-15;27.7;22;
2015-03-16;27.9;21.2;
2015-03-17;29;22.1;
2015-03-18;28.5;21.7;
2015-03-19;26.4;20.7;
2015-03-20;29.3;20.7;
2015-03-21;29;20.9;
2015-03-22;30.4;20.6;
2015-03-23;30.2;20.7;
2015-03-24;28.5;20.8;
2015-03-25;28.7;21.4;
2015-03-26;29.7;21.2;
2015-03-27;30.2;19.8;
2015-03-28;30.6;21.7;
2015-03-29;27.9;22;
2015-03-30;32;20.8;
2015-03-31;30.3;20.5;
2015-04-01;29.7;20.9;
2015-04-02;29.4;20.8;
2015-04-03;31.7;21.7;
2015-04-04;28.8;22.2;
2015-04-05;27.7;21.2;
2015-04-06;28.1;21;
2015-04-07;28.9;21;
2015-04-08;30.8;21;
2015-04-09;30;21.9;
2015-04-10;30.3;21.2;
2015-04-11;30.1;21;
2015-04-12;30.4;21.2;
2015-04-13;30.6;20.3;
2015-04-14;30.7;21.5;
2015-04-15;30.4;21.5;
2015-04-16;29.2;21.4;
2015-04-17;29.9;20.7;
2015-04-18;31;20.3;
2015-04-19;30.8;21.6;
2015-04-20;31.4;20.8;
2015-04-21;31.5;22.2;
2015-04-22;31;21.9;
2015-04-23;28.9;21.4;
2015-04-24;30.4;21.3;
2015-04-25;31;21.4;
2015-04-26;31.7;21.6;
2015-04-27;31.6;22.5;
2015-04-28;28.4;21;
2015-04-29;29.9;21.2;
2015-04-30;30.5;21.3;
2015-05-01;30.8;20.6;
2015-05-02;26.3;20.4;
2015-05-03;29.7;19.4;
2015-05-04;30.4;21.4;
2015-05-05;28.1;20.7;
2015-05-06;29.1;20.3;
2015-05-07;30;21.2;
2015-05-08;28.4;21;
2015-05-09;29.8;20.5;
2015-05-10;29.1;21.6;
2015-05-11;27.5;20.5;
2015-05-12;27.3;19.8;
2015-05-13;29.6;20.4;
2015-05-14;29.6;21.4;
2015-05-15;31;21.2;
2015-05-16;28.3;20.3;
2015-05-17;29.9;20.7;
2015-05-18;29.9;22.1;
2015-05-19;30.8;21.7;
2015-05-20;29.9;21.2;
2015-05-21;28.9;21.9;
2015-05-22;29.5;22.2;
2015-05-23;29.9;20.6;
2015-05-24;30.1;21.2;
2015-05-25;29.8;21.8;
2015-05-26;30.8;20.2;
2015-05-27;30.8;20.2;
2015-05-28;30.4;20;
2015-05-29;27.3;19.5;
2015-05-30;30;19.7;
2015-05-31;30.1;21.6;
2015-06-01;29.6;21.4;
2015-06-02;30.7;20.1;
2015-06-03;30.9;21.9;
2015-06-04;30.6;22.7;
2015-06-05;30.7;20.9;
2015-06-06;29.8;20.7;
2015-06-07;30;21.8;
2015-06-08;30.5;20.2;
2015-06-09;29.8;20.7;
2015-06-10;30.9;20.3;
2015-06-11;30.5;19.8;
2015-06-12;30.5;19.5;
2015-06-13;31.1;19.6;
2015-06-14;30.8;20.2;
2015-06-15;31.8;19.5;
2015-06-16;28.8;17.4;
2015-06-17;31.4;17.9;
2015-06-18;28.2;20.8;
2015-06-19;25.6;14.7;
2015-06-20;26.4;13.9;
2015-06-21;29.6;14.5;
2015-06-22;29.6;18.6;
2015-06-23;30;19.6;
2015-06-24;30.3;19.9;
2015-06-25;29.6;18.4;
2015-06-26;30.5;17.6;
2015-06-27;30.5;20.1;
2015-06-28;30.6;19.4;
2015-06-29;30.3;19.1;
2015-06-30;31.2;19.3;
2015-07-01;32.2;20.3;
2015-07-02;31.3;19;
2015-07-03;31.3;20.1;
2015-07-04;25.7;18.9;
2015-07-05;23.8;15.3;
2015-07-06;28.7;16.7;
2015-07-07;28.6;18.5;
2015-07-08;28.3;19.6;
2015-07-09;30.5;19.1;
2015-07-10;31.3;20.2;
2015-07-11;32.1;21.2;
2015-07-12;30.8;20.8;
2015-07-13;30.3;20.3;
2015-07-14;31.6;21.3;
2015-07-15;29.9;22.1;
2015-07-16;29.3;17.4;
2015-07-17;30.7;18;
2015-07-18;30.2;18.9;
2015-07-19;31.1;18.9;
2015-07-20;31.6;19.7;
2015-07-21;28.9;19;
2015-07-22;30.5;15.8;
2015-07-23;31.3;16.2;
2015-07-24;31.8;19.9;
2015-07-25;31.4;18.3;
2015-07-26;32.4;19.7;
2015-07-27;32.7;20.1;
2015-07-28;32.7;20.7;
2015-07-29;33.4;19.5;
2015-07-30;33.9;19;
2015-07-31;33.7;20.5;
2015-08-01;32.5;22;
2015-08-02;32.5;19.1;
2015-08-03;32.8;19.8;
2015-08-04;33.5;20.7;
2015-08-05;33.9;22.1;
2015-08-06;33.8;20.9;
2015-08-07;34;22.2;
2015-08-08;33.8;22;
2015-08-09;33.5;21.8;
2015-08-10;32.4;21.9;
2015-08-11;32.8;21.3;
2015-08-12;32.8;21.1;
2015-08-13;32.6;18.6;
2015-08-14;32.3;19.9;
2015-08-15;32.1;21;
2015-08-16;32.9;19.1;
2015-08-17;33.6;21;
2015-08-18;34.4;21.7;
2015-08-19;34.3;21.1;
2015-08-20;33.9;19.8;
2015-08-21;34.2;23.4;
2015-08-22;34.6;21.2;
2015-08-23;34.9;21.5;
2015-08-24;34.9;22.1;
2015-08-25;35.4;22.7;
2015-08-26;35.3;22.6;
2015-08-27;31.6;22;
2015-08-28;32;19.3;
2015-08-29;32.4;21.5;
2015-08-30;35.1;21.6;
2015-08-31;33.2;23;
2015-09-01;34.5;21.6;
2015-09-02;36;22.3;
2015-09-03;34.1;23.1;
2015-09-04;33.4;19.8;
2015-09-05;33.6;22.8;
2015-09-06;34.7;22.2;
2015-09-07;33.5;22.6;
2015-09-08;33.1;21.2;
2015-09-09;33.5;23.1;
2015-09-10;34.4;22.8;
2015-09-11;35.5;21.7;
2015-09-12;null;null;
2015-09-13;null;null;
2015-09-14;33.8;19;
2015-09-15;null;null;
2015-09-16;34.9;24.5;
2015-09-17;35.6;25.4;
2015-09-18;36.3;23.8;
2015-09-19;null;null;
2015-09-20;null;null;
2015-09-21;null;null;
2015-09-22;null;null;
2015-09-23;null;null;
2015-09-24;null;null;
2015-09-25;null;null;
2015-09-26;null;null;
2015-09-27;null;null;
2015-09-28;null;null;
2015-09-29;null;null;
2015-09-30;null;null;
2015-10-01;null;null;
2015-10-02;null;null;
2015-10-03;null;null;
2015-10-04;null;null;
2015-10-05;null;null;
2015-10-06;null;null;
2015-10-07;null;null;
2015-10-08;null;null;
2015-10-09;null;null;
2015-10-10;null;null;
2015-10-11;null;null;
2015-10-12;null;null;
2015-10-13;null;null;
2015-10-14;null;null;
2015-10-15;null;null;
2015-10-16;null;null;
2015-10-17;null;null;
2015-10-18;null;null;
2015-10-19;null;null;
2015-10-20;null;null;
2015-10-21;null;null;
2015-10-22;null;null;
2015-10-23;null;null;
2015-10-24;null;null;
2015-10-25;33.5;23.6;
2015-10-26;33.6;23.5;
2015-10-27;33.1;22.7;
2015-10-28;29.6;22.6;
2015-10-29;29.9;21.2;
2015-10-30;33.4;21.7;
2015-10-31;31.1;22.6;
2015-11-01;31.1;20.9;
2015-11-02;30.5;21.9;
2015-11-03;30.6;21.3;
2015-11-04;29.4;20.8;
2015-11-05;30.2;21.8;
2015-11-06;30;20.6;
2015-11-07;31;20.9;
2015-11-08;33.1;21.2;
2015-11-09;30.1;22.9;
2015-11-10;32.4;20.5;
2015-11-11;33.2;22.2;
2015-11-12;31.6;21;
2015-11-13;33.9;21.6;
2015-11-14;33.3;23.1;
2015-11-15;33;22.5;
2015-11-16;33.2;23.1;
2015-11-17;32.8;22.7;
2015-11-18;33.5;23;
2015-11-19;32.8;23.3;
2015-11-20;33.7;21.9;
2015-11-21;29;22.7;
2015-11-22;32.5;22.9;
2015-11-23;32.9;22.5;
2015-11-24;31.8;22.7;
2015-11-25;33;22.4;
2015-11-26;28.3;24;
2015-11-27;32.2;19.6;
2015-11-28;30.5;22.4;
2015-11-29;32;21.6;
2015-11-30;29.6;20.2;
2015-12-01;31.7;21.3;
2015-12-02;31.5;21.3;
2015-12-03;33.6;22.1;
2015-12-04;31.9;22;
2015-12-05;29.6;23.3;
2015-12-06;29.6;19.7;
2015-12-07;30;21;
2015-12-08;30.8;22.1;
2015-12-09;30.8;21.7;
2015-12-10;30.8;21.1;
2015-12-11;32.8;22.2;
2015-12-12;32.3;22.5;
2015-12-13;32.4;22.6;
2015-12-14;32.1;23.4;
2015-12-15;31.2;22;
2015-12-16;31.1;21.4;
2015-12-17;33.2;21.6;
2015-12-18;32.6;21.6;
2015-12-19;32.1;22.5;
2015-12-20;26.3;21.9;
2015-12-21;28.5;20.9;
2015-12-22;30.2;21.3;
2015-12-23;32.2;21.7;
2015-12-24;30.7;21.5;
2015-12-25;27.2;20.8;
2015-12-26;31.8;21;
2015-12-27;31.1;22;
2015-12-28;32.4;21.5;
2015-12-29;29.4;22;
2015-12-30;28.7;21.4;
2015-12-31;31.4;21.9;
2016-01-01;30.6;22.7;
2016-01-02;29.3;21.3;
2016-01-03;28.5;21.9;
2016-01-04;31.9;22;
2016-01-05;27;22.2;
2016-01-06;29.1;20.4;
2016-01-07;29.1;22.2;
2016-01-08;29.9;21.1;
2016-01-09;30.4;21.9;
2016-01-10;27.2;21.9;
2016-01-11;28.4;21.8;
2016-01-12;30.1;21.9;
2016-01-13;31.3;22.3;
2016-01-14;27.8;20.7;
2016-01-15;28;22.2;
2016-01-16;29.1;20.7;
2016-01-17;29;22.1;
2016-01-18;27.4;22.1;
2016-01-19;29;20.4;
2016-01-20;31.7;21.6;
2016-01-21;33.1;21.7;
2016-01-22;33.7;21.4;
2016-01-23;32.8;22.9;
2016-01-24;32.5;21.7;
2016-01-25;30.2;23;
2016-01-26;29.5;22.8;
2016-01-27;29.4;20.5;
2016-01-28;31.3;21.7;
2016-01-29;29.3;21.8;
2016-01-30;29.6;22;
2016-01-31;27;21.5;
2016-02-01;29.6;21.4;
2016-02-02;30.1;21.1;
2016-02-03;30.6;21.6;
2016-02-04;28.8;21.9;
2016-02-05;29;21.1;
2016-02-06;29.4;21;
2016-02-07;30.4;22;
2016-02-08;32.8;21.8;
2016-02-09;31.5;22.6;
2016-02-10;31.7;21.6;
2016-02-11;31.8;21.1;
2016-02-12;32.4;20.6;
2016-02-13;32.5;22.2;
2016-02-14;31.5;23.1;
2016-02-15;32.5;22.5;
2016-02-16;30.7;22.4;
2016-02-17;32.7;23;
2016-02-18;30.9;23.4;
2016-02-19;31.9;20.8;
2016-02-20;31.4;22.4;
2016-02-21;30.4;22;
2016-02-22;30.8;22.8;
2016-02-23;29.2;20.7;
2016-02-24;31.7;21.6;
2016-02-25;26.8;22.4;
2016-02-26;29.8;21;
2016-02-27;30.3;22.2;
2016-02-28;29.5;21.8;
2016-02-29;30.9;22.6;
2016-03-01;32;22.3;
2016-03-02;31.4;22.3;
2016-03-03;29.2;22.5;
2016-03-04;32.2;23.1;
2016-03-05;27.1;23.2;
2016-03-06;27;21.4;
2016-03-07;30.2;21.7;
2016-03-08;29.2;22.1;
2016-03-09;31.1;22.1;
2016-03-10;29.2;21.8;
2016-03-11;28.3;21.4;
2016-03-12;29;21.7;
2016-03-13;29.7;22.1;
2016-03-14;29.3;21.8;
2016-03-15;29.8;21.1;
2016-03-16;30.6;21.8;
2016-03-17;30.5;21.3;
2016-03-18;29.7;22.7;
2016-03-19;28.9;22.3;
2016-03-20;32.1;21.4;
2016-03-21;32.1;21.7;
2016-03-22;30.7;21.7;
2016-03-23;32.3;23.1;
2016-03-24;27.2;23;
2016-03-25;24.7;22.6;
2016-03-26;28.8;21.1;
2016-03-27;27.6;21.6;
2016-03-28;29.8;22.1;
2016-03-29;28.9;21.7;
2016-03-30;31.3;20.9;
2016-03-31;31.9;21.8;
2016-04-01;32.9;21.7;
2016-04-02;31.6;22.3;
2016-04-03;33.1;22.4;
2016-04-04;32.5;22.9;
2016-04-05;32.2;20.3;
2016-04-06;32.6;23.1;
2016-04-07;32.7;22.1;
2016-04-08;33.4;22.6;
2016-04-09;32;23.3;
2016-04-10;31.3;23.4;
2016-04-11;29.7;22.9;
2016-04-12;null;null;
2016-04-13;null;null;
2016-04-14;null;null;
2016-04-15;null;null;
2016-04-16;null;null;
2016-04-17;null;null;
2016-04-18;null;null;
2016-04-19;null;null;
2016-04-20;null;null;
2016-04-21;null;null;
2016-04-22;null;null;
2016-04-23;null;null;
2016-04-24;null;null;
2016-04-25;null;null;
2016-04-26;null;null;
2016-04-27;null;null;
2016-04-28;null;null;
2016-04-29;null;null;
2016-04-30;null;null;
2016-05-01;null;null;
2016-05-02;null;null;
2016-05-03;null;null;
2016-05-04;null;null;
2016-05-05;null;null;
2016-05-06;null;null;
2016-05-07;null;null;
2016-05-08;null;null;
2016-05-09;null;null;
2016-05-10;null;null;
2016-05-11;null;null;
2016-05-12;null;null;
2016-05-13;null;null;
2016-05-14;null;null;
2016-05-15;null;null;
2016-05-16;null;null;
2016-05-17;null;null;
2016-05-18;null;null;
2016-05-19;null;null;
2016-05-20;null;null;
2016-05-21;null;null;
2016-05-22;null;null;
2016-05-23;null;null;
2016-05-24;null;null;
2016-05-25;null;null;
2016-05-26;null;null;
2016-05-27;31.2;20.6;
2016-05-28;29.3;19.3;
2016-05-29;24.3;19.3;
2016-05-30;30.5;19.3;
2016-05-31;29.7;21.4;
2016-06-01;31.6;21.4;
2016-06-02;31.2;21.1;
2016-06-03;28.6;21.3;
2016-06-04;30.1;20.7;
2016-06-05;29.5;20.9;
2016-06-06;30.2;20.6;
2016-06-07;28;21;
2016-06-08;24.2;17.8;
2016-06-09;26.9;16.1;
2016-06-10;26.7;16.3;
2016-06-11;24.1;15.5;
2016-06-12;25.2;12.4;
2016-06-13;29;14.6;
2016-06-14;29.8;17.6;
2016-06-15;30.5;19.9;
2016-06-16;29.8;20.2;
2016-06-17;30.8;20.2;
2016-06-18;29.9;18.1;
2016-06-19;30.3;18.4;
2016-06-20;30.3;17.2;
2016-06-21;28.1;17.1;
2016-06-22;29.1;15.6;
2016-06-23;29.9;17;
2016-06-24;31.2;18.7;
2016-06-25;31;20.6;
2016-06-26;30.6;19.7;
2016-06-27;30.2;18.9;
2016-06-28;29.5;16.7;
2016-06-29;30;19.5;
2016-06-30;30.5;18.8;
2016-07-01;29.8;19;
2016-07-02;30.5;18.8;
2016-07-03;30.7;17.4;
2016-07-04;30.8;17;
2016-07-05;30.7;19.6;
2016-07-06;31.8;21;
2016-07-07;31;15.7;
2016-07-08;31.9;18.1;
2016-07-09;32.9;18.3;
2016-07-10;33.3;19.3;
2016-07-11;33.1;20;
2016-07-12;32.7;21.3;
2016-07-13;32.6;21.6;
2016-07-14;33;21;
2016-07-15;32.8;19.6;
2016-07-16;32.8;18.9;
2016-07-17;29.8;13.1;
2016-07-18;31.2;14.9;
2016-07-19;28.9;17.8;
2016-07-20;31.1;15.1;
2016-07-21;30.9;18;
2016-07-22;33.2;19.3;
2016-07-23;32.5;17.2;
2016-07-24;33.2;18.4;
2016-07-25;33.2;19.5;
2016-07-26;32.7;19.5;
2016-07-27;33;20.8;
2016-07-28;32.6;18;
2016-07-29;32.1;21.1;
2016-07-30;33.3;19.6;
2016-07-31;33.4;20.1;
2016-08-01;32.2;22.1;
2016-08-02;33.5;21.4;
2016-08-03;32.8;19.8;
2016-08-04;33.8;22;
2016-08-05;34.7;20;
2016-08-06;34.4;21.9;
2016-08-07;33.6;22.1;
2016-08-08;34.7;22.9;
2016-08-09;32.9;21.7;
2016-08-10;32;16.8;
2016-08-11;33.6;16.9;
2016-08-12;34.2;19.6;
2016-08-13;34.5;22.8;
2016-08-14;34.5;20.9;
2016-08-15;34.4;21.7;
2016-08-16;34.8;22.4;
2016-08-17;35.3;22.7;
2016-08-18;33;24.1;
2016-08-19;34.5;21.1;
2016-08-20;33.8;21.6;
2016-08-21;28.7;17.6;
2016-08-22;27.7;13;
2016-08-23;31.3;14.3;
2016-08-24;35;18.2;
2016-08-25;35.1;20.8;
2016-08-26;33.8;21.7;
2016-08-27;33.5;21.4;
2016-08-28;33.2;20.9;
2016-08-29;31.1;21.8;
2016-08-30;20.5;14.7;
2016-08-31;30.2;14.7;
2016-09-01;30.8;17.9;
2016-09-02;26.3;19.5;
2016-09-03;24.9;19.4;
2016-09-04;21.4;11.4;
2016-09-05;22.5;11.9;
2016-09-06;23.9;12;
2016-09-07;29.1;12.2;
2016-09-08;31.8;16.6;
2016-09-09;33.3;20;
2016-09-10;34.8;22.1;
2016-09-11;35.5;22.7;
2016-09-12;33.9;22.7;
2016-09-13;32.6;22.6;
2016-09-14;33.5;22.9;
2016-09-15;32.5;21.1;
2016-09-16;30.9;21.7;
2016-09-17;34.1;21;
2016-09-18;32;22.7;
2016-09-19;33.7;20.7;
2016-09-20;32.5;20.2;
2016-09-21;31.6;20.8;
2016-09-22;32.9;20.9;
2016-09-23;29.2;21.7;
2016-09-24;32;20;
2016-09-25;31.4;21.5;
2016-09-26;32.4;20.4;
2016-09-27;33.1;20.5;
2016-09-28;32.5;21.4;
2016-09-29;33.4;22.6;
2016-09-30;33.4;22;
2016-10-01;32.9;21.3;
2016-10-02;33.5;22.9;
2016-10-03;34.5;22.1;
2016-10-04;31.2;23.7;
2016-10-05;null;null;
2016-10-06;null;null;
2016-10-07;null;null;
2016-10-08;null;null;
2016-10-09;null;null;
2016-10-10;null;null;
2016-10-11;null;null;
2016-10-12;null;null;
2016-10-13;null;null;
2016-10-14;null;null;
2016-10-15;null;null;
2016-10-16;null;null;
2016-10-17;null;null;
2016-10-18;null;null;
2016-10-19;null;null;
2016-10-20;null;null;
2016-10-21;null;null;
2016-10-22;null;null;
2016-10-23;null;null;
2016-10-24;null;null;
2016-10-25;null;null;
2016-10-26;null;null;
2016-10-27;null;null;
2016-10-28;null;null;
2016-10-29;null;null;
2016-10-30;null;null;
2016-10-31;null;null;
2016-11-01;null;null;
2016-11-02;null;null;
2016-11-03;null;null;
2016-11-04;null;null;
2016-11-05;null;null;
2016-11-06;null;null;
2016-11-07;null;null;
2016-11-08;null;null;
2016-11-09;null;null;
2016-11-10;null;null;
2016-11-11;null;null;
2016-11-12;null;null;
2016-11-13;null;null;
2016-11-14;null;null;
2016-11-15;null;null;
2016-11-16;null;null;
2016-11-17;null;null;
2016-11-18;null;null;
2016-11-19;null;null;
2016-11-20;null;null;
2016-11-21;null;null;
2016-11-22;null;null;
2016-11-23;null;null;
2016-11-24;null;null;
2016-11-25;null;null;
2016-11-26;null;null;
2016-11-27;null;null;
2016-11-28;null;null;
2016-11-29;null;null;
2016-11-30;null;null;
2016-12-01;null;null;
2016-12-02;null;null;
2016-12-03;null;null;
2016-12-04;null;null;
2016-12-05;null;null;
2016-12-06;null;null;
2016-12-07;null;null;
2016-12-08;null;null;
2016-12-09;null;null;
2016-12-10;null;null;
2016-12-11;null;null;
2016-12-12;null;null;
2016-12-13;null;null;
2016-12-14;null;null;
2016-12-15;30;18.8;
2016-12-16;26.5;22;
2016-12-17;26.3;20.6;
2016-12-18;27.4;21.2;
2016-12-19;23.5;20.6;
2016-12-20;25.3;19.8;
2016-12-21;27.4;20.3;
2016-12-22;26.4;20.8;
2016-12-23;28.4;20.7;
2016-12-24;30.6;21.5;
2016-12-25;29.4;21.9;
2016-12-26;28.4;20.5;
2016-12-27;31.3;22;
2016-12-28;30.7;21.2;
2016-12-29;30.9;21;
2016-12-30;30.8;21.6;
2016-12-31;28.1;20;
2017-01-01;29.8;20.5;
2017-01-02;27.6;21.8;
2017-01-03;27.5;21.3;
2017-01-04;30.2;21.1;
2017-01-05;31.2;20;
2017-01-06;27.4;20;
2017-01-07;31.6;20.1;
2017-01-08;32;20.9;
2017-01-09;31.4;19.5;
2017-01-10;31.1;21;
2017-01-11;31.8;20.6;
2017-01-12;26.8;21.3;
2017-01-13;29.7;21.8;
2017-01-14;29.4;20.7;
2017-01-15;29.2;21.4;
2017-01-16;27.6;20.8;
2017-01-17;28.2;20.9;
2017-01-18;26.3;20.8;
